time,ecu,signal,value,fault
2026-03-17T16:57:13.171050,0x300,accel_pedal,32.9,OK
2026-03-17T16:57:13.183877,0x100,wheel_speed,61.06,OK
2026-03-17T16:57:13.183939,0x200,brake_pressure,-0.47,OUT_OF_RANGE
2026-03-17T16:57:13.184056,0x300,accel_pedal,31.91,OK
2026-03-17T16:57:13.196612,0x100,wheel_speed,63.14,OK
2026-03-17T16:57:13.196660,0x200,brake_pressure,-0.54,OUT_OF_RANGE
2026-03-17T16:57:13.196787,0x300,accel_pedal,29.08,OK
2026-03-17T16:57:13.209335,0x100,wheel_speed,57.53,OK
2026-03-17T16:57:13.209368,0x200,brake_pressure,-0.9,OUT_OF_RANGE
2026-03-17T16:57:13.209444,0x300,accel_pedal,32.46,OK
2026-03-17T16:57:13.222096,0x100,wheel_speed,55.88,OK
2026-03-17T16:57:13.222135,0x200,brake_pressure,1.09,OK
2026-03-17T16:57:13.222157,0x300,accel_pedal,28.86,OK
2026-03-17T16:57:13.234931,0x100,wheel_speed,64.29,OK
2026-03-17T16:57:13.234988,0x200,brake_pressure,-0.5,OUT_OF_RANGE
2026-03-17T16:57:13.235104,0x300,accel_pedal,31.29,OK
2026-03-17T16:57:13.247730,0x100,wheel_speed,58.84,OK
2026-03-17T16:57:13.247772,0x200,brake_pressure,-1.02,OUT_OF_RANGE
2026-03-17T16:57:13.247869,0x300,accel_pedal,32.79,OK
2026-03-17T16:57:13.260471,0x100,wheel_speed,60.3,OK
2026-03-17T16:57:13.260507,0x200,brake_pressure,0.5,OK
2026-03-17T16:57:13.260526,0x300,accel_pedal,28.23,OK
2026-03-17T16:57:13.273239,0x100,wheel_speed,63.61,OK
2026-03-17T16:57:13.273282,0x200,brake_pressure,-0.63,OUT_OF_RANGE
2026-03-17T16:57:13.273375,0x300,accel_pedal,29.24,OK
2026-03-17T16:57:13.284706,0x100,wheel_speed,57.51,OK
2026-03-17T16:57:13.284749,0x200,brake_pressure,-1.29,OUT_OF_RANGE
2026-03-17T16:57:13.284816,0x300,accel_pedal,31.27,OK
2026-03-17T16:57:13.297527,0x100,wheel_speed,55.8,OK
2026-03-17T16:57:13.297578,0x200,brake_pressure,-0.26,OUT_OF_RANGE
2026-03-17T16:57:13.297684,0x300,accel_pedal,32.07,OK
2026-03-17T16:57:13.310168,0x100,wheel_speed,56.03,OK
2026-03-17T16:57:13.310196,0x200,brake_pressure,1.22,OK
2026-03-17T16:57:13.310205,0x300,accel_pedal,32.44,OK
2026-03-17T16:57:13.322878,0x100,wheel_speed,60.72,OK
2026-03-17T16:57:13.322911,0x200,brake_pressure,1.74,OK
2026-03-17T16:57:13.322918,0x300,accel_pedal,31.28,OK
2026-03-17T16:57:13.334870,0x100,wheel_speed,55.03,OK
2026-03-17T16:57:13.334942,0x200,brake_pressure,-0.78,OUT_OF_RANGE
2026-03-17T16:57:13.335076,0x300,accel_pedal,28.28,OK
2026-03-17T16:57:13.347493,0x100,wheel_speed,55.37,OK
2026-03-17T16:57:13.347517,0x200,brake_pressure,0.75,OK
2026-03-17T16:57:13.347525,0x300,accel_pedal,30.55,OK
2026-03-17T16:57:13.360063,0x100,wheel_speed,59.66,OK
2026-03-17T16:57:13.360087,0x200,brake_pressure,-1.61,OUT_OF_RANGE
2026-03-17T16:57:13.360147,0x300,accel_pedal,30.02,OK
2026-03-17T16:57:13.372960,0x100,wheel_speed,56.32,OK
2026-03-17T16:57:13.373015,0x200,brake_pressure,0.09,OK
2026-03-17T16:57:13.373026,0x300,accel_pedal,29.28,OK
2026-03-17T16:57:13.384168,0x100,wheel_speed,56.09,OK
2026-03-17T16:57:13.384250,0x200,brake_pressure,0.05,OK
2026-03-17T16:57:13.384302,0x300,accel_pedal,27.7,OK
2026-03-17T16:57:13.396878,0x100,wheel_speed,60.07,OK
2026-03-17T16:57:13.396926,0x200,brake_pressure,1.88,OK
2026-03-17T16:57:13.396947,0x300,accel_pedal,27.68,OK
2026-03-17T16:57:13.409719,0x100,wheel_speed,64.87,OK
2026-03-17T16:57:13.409760,0x200,brake_pressure,-0.32,OUT_OF_RANGE
2026-03-17T16:57:13.409886,0x300,accel_pedal,30.23,OK
2026-03-17T16:57:13.422538,0x100,wheel_speed,56.2,OK
2026-03-17T16:57:13.422589,0x200,brake_pressure,-1.6,OUT_OF_RANGE
2026-03-17T16:57:13.422697,0x300,accel_pedal,27.25,OK
2026-03-17T16:57:13.434712,0x100,wheel_speed,62.47,OK
2026-03-17T16:57:13.434756,0x200,brake_pressure,0.79,OK
2026-03-17T16:57:13.434777,0x300,accel_pedal,31.09,OK
2026-03-17T16:57:13.447407,0x100,wheel_speed,60.73,OK
2026-03-17T16:57:13.447442,0x200,brake_pressure,0.49,OK
2026-03-17T16:57:13.447453,0x300,accel_pedal,27.89,OK
2026-03-17T16:57:13.460117,0x100,wheel_speed,56.77,OK
2026-03-17T16:57:13.460151,0x200,brake_pressure,-1.56,OUT_OF_RANGE
2026-03-17T16:57:13.460256,0x300,accel_pedal,29.65,OK
2026-03-17T16:57:13.472957,0x100,wheel_speed,64.39,OK
2026-03-17T16:57:13.473012,0x200,brake_pressure,1.05,OK
2026-03-17T16:57:13.473031,0x300,accel_pedal,27.07,OK
2026-03-17T16:57:13.485770,0x100,wheel_speed,63.62,OK
2026-03-17T16:57:13.485819,0x200,brake_pressure,-0.29,OUT_OF_RANGE
2026-03-17T16:57:13.485945,0x300,accel_pedal,28.16,OK
2026-03-17T16:57:13.497473,0x100,wheel_speed,56.06,OK
2026-03-17T16:57:13.497511,0x200,brake_pressure,-0.29,OUT_OF_RANGE
2026-03-17T16:57:13.497588,0x300,accel_pedal,27.47,OK
2026-03-17T16:57:13.510176,0x100,wheel_speed,64.74,OK
2026-03-17T16:57:13.510212,0x200,brake_pressure,0.96,OK
2026-03-17T16:57:13.510223,0x300,accel_pedal,32.88,OK
2026-03-17T16:57:13.522107,0x100,wheel_speed,62.28,OK
2026-03-17T16:57:13.522139,0x200,brake_pressure,0.09,OK
2026-03-17T16:57:13.522150,0x300,accel_pedal,29.54,OK
2026-03-17T16:57:13.534676,0x100,wheel_speed,56.39,OK
2026-03-17T16:57:13.534713,0x200,brake_pressure,-1.81,OUT_OF_RANGE
2026-03-17T16:57:13.534817,0x300,accel_pedal,31.16,OK
2026-03-17T16:57:13.547603,0x100,wheel_speed,61.87,OK
2026-03-17T16:57:13.547675,0x200,brake_pressure,0.83,OK
2026-03-17T16:57:13.547692,0x300,accel_pedal,27.64,OK
2026-03-17T16:57:13.558663,0x100,wheel_speed,57.63,OK
2026-03-17T16:57:13.558716,0x200,brake_pressure,1.22,OK
2026-03-17T16:57:13.558736,0x300,accel_pedal,30.89,OK
2026-03-17T16:57:13.571432,0x100,wheel_speed,60.65,OK
2026-03-17T16:57:13.571483,0x200,brake_pressure,1.53,OK
2026-03-17T16:57:13.571497,0x300,accel_pedal,28.41,OK
2026-03-17T16:57:13.584316,0x100,wheel_speed,56.57,OK
2026-03-17T16:57:13.584377,0x200,brake_pressure,-1.55,OUT_OF_RANGE
2026-03-17T16:57:13.584485,0x300,accel_pedal,32.0,OK
2026-03-17T16:57:13.597085,0x100,wheel_speed,57.52,OK
2026-03-17T16:57:13.597128,0x200,brake_pressure,-1.45,OUT_OF_RANGE
2026-03-17T16:57:13.597223,0x300,accel_pedal,27.05,OK
2026-03-17T16:57:13.609851,0x100,wheel_speed,56.56,OK
2026-03-17T16:57:13.609898,0x200,brake_pressure,1.92,OK
2026-03-17T16:57:13.609918,0x300,accel_pedal,32.96,OK
2026-03-17T16:57:13.622574,0x100,wheel_speed,63.65,OK
2026-03-17T16:57:13.622609,0x200,brake_pressure,0.83,OK
2026-03-17T16:57:13.622620,0x300,accel_pedal,31.95,OK
2026-03-17T16:57:13.635372,0x100,wheel_speed,62.38,OK
2026-03-17T16:57:13.635426,0x200,brake_pressure,-1.28,OUT_OF_RANGE
2026-03-17T16:57:13.635522,0x300,accel_pedal,28.75,OK
2026-03-17T16:57:13.648217,0x100,wheel_speed,58.37,OK
2026-03-17T16:57:13.648275,0x200,brake_pressure,-0.33,OUT_OF_RANGE
2026-03-17T16:57:13.648381,0x300,accel_pedal,27.54,OK
2026-03-17T16:57:13.660914,0x100,wheel_speed,61.61,OK
2026-03-17T16:57:13.660952,0x200,brake_pressure,-0.16,OUT_OF_RANGE
2026-03-17T16:57:13.661036,0x300,accel_pedal,31.61,OK
2026-03-17T16:57:13.673592,0x100,wheel_speed,58.95,OK
2026-03-17T16:57:13.673622,0x200,brake_pressure,-0.92,OUT_OF_RANGE
2026-03-17T16:57:13.673685,0x300,accel_pedal,31.12,OK
2026-03-17T16:57:13.686365,0x100,wheel_speed,63.81,OK
2026-03-17T16:57:13.686409,0x200,brake_pressure,-1.13,OUT_OF_RANGE
2026-03-17T16:57:13.686489,0x300,accel_pedal,27.77,OK
2026-03-17T16:57:13.699170,0x100,wheel_speed,58.13,OK
2026-03-17T16:57:13.699221,0x200,brake_pressure,-1.45,OUT_OF_RANGE
2026-03-17T16:57:13.699335,0x300,accel_pedal,29.37,OK
2026-03-17T16:57:13.711911,0x100,wheel_speed,62.11,OK
2026-03-17T16:57:13.711953,0x200,brake_pressure,1.44,OK
2026-03-17T16:57:13.711970,0x300,accel_pedal,28.88,OK
2026-03-17T16:57:13.724757,0x100,wheel_speed,63.05,OK
2026-03-17T16:57:13.724812,0x200,brake_pressure,-0.74,OUT_OF_RANGE
2026-03-17T16:57:13.724937,0x300,accel_pedal,28.15,OK
2026-03-17T16:57:13.737563,0x100,wheel_speed,59.92,OK
2026-03-17T16:57:13.737617,0x200,brake_pressure,0.01,OK
2026-03-17T16:57:13.737636,0x300,accel_pedal,28.51,OK
2026-03-17T16:57:13.750362,0x100,wheel_speed,57.41,OK
2026-03-17T16:57:13.750411,0x200,brake_pressure,0.67,OK
2026-03-17T16:57:13.750432,0x300,accel_pedal,31.2,OK
2026-03-17T16:57:13.763116,0x100,wheel_speed,55.94,OK
2026-03-17T16:57:13.763161,0x200,brake_pressure,-1.67,OUT_OF_RANGE
2026-03-17T16:57:13.763276,0x300,accel_pedal,30.46,OK
2026-03-17T16:57:13.775826,0x100,wheel_speed,62.68,OK
2026-03-17T16:57:13.775866,0x200,brake_pressure,-1.3,OUT_OF_RANGE
2026-03-17T16:57:13.775946,0x300,accel_pedal,32.73,OK
2026-03-17T16:57:13.788655,0x100,wheel_speed,57.85,OK
2026-03-17T16:57:13.788722,0x200,brake_pressure,0.86,OK
2026-03-17T16:57:13.788744,0x300,accel_pedal,28.26,OK
2026-03-17T16:57:13.801368,0x100,wheel_speed,58.71,OK
2026-03-17T16:57:13.801408,0x200,brake_pressure,-0.96,OUT_OF_RANGE
2026-03-17T16:57:13.801510,0x300,accel_pedal,27.01,OK
2026-03-17T16:57:13.814193,0x100,wheel_speed,56.41,OK
2026-03-17T16:57:13.814251,0x200,brake_pressure,0.48,OK
2026-03-17T16:57:13.814288,0x300,accel_pedal,30.1,OK
2026-03-17T16:57:13.826806,0x100,wheel_speed,62.07,OK
2026-03-17T16:57:13.826831,0x200,brake_pressure,1.67,OK
2026-03-17T16:57:13.826841,0x300,accel_pedal,31.16,OK
2026-03-17T16:57:13.839521,0x100,wheel_speed,62.76,OK
2026-03-17T16:57:13.839557,0x200,brake_pressure,-0.53,OUT_OF_RANGE
2026-03-17T16:57:13.839650,0x300,accel_pedal,31.27,OK
2026-03-17T16:57:13.852488,0x100,wheel_speed,62.75,OK
2026-03-17T16:57:13.852550,0x200,brake_pressure,-1.95,OUT_OF_RANGE
2026-03-17T16:57:13.852659,0x300,accel_pedal,30.91,OK
2026-03-17T16:57:13.865338,0x100,wheel_speed,64.69,OK
2026-03-17T16:57:13.865400,0x200,brake_pressure,-1.29,OUT_OF_RANGE
2026-03-17T16:57:13.865507,0x300,accel_pedal,31.53,OK
2026-03-17T16:57:13.878154,0x100,wheel_speed,56.06,OK
2026-03-17T16:57:13.878193,0x200,brake_pressure,-0.99,OUT_OF_RANGE
2026-03-17T16:57:13.878257,0x300,accel_pedal,28.82,OK
2026-03-17T16:57:13.890843,0x100,wheel_speed,63.09,OK
2026-03-17T16:57:13.890898,0x200,brake_pressure,0.47,OK
2026-03-17T16:57:13.890909,0x300,accel_pedal,30.61,OK
2026-03-17T16:57:13.903666,0x100,wheel_speed,56.73,OK
2026-03-17T16:57:13.903720,0x200,brake_pressure,-0.98,OUT_OF_RANGE
2026-03-17T16:57:13.903850,0x300,accel_pedal,32.22,OK
2026-03-17T16:57:13.916486,0x100,wheel_speed,57.98,OK
2026-03-17T16:57:13.916536,0x200,brake_pressure,1.3,OK
2026-03-17T16:57:13.916554,0x300,accel_pedal,31.75,OK
2026-03-17T16:57:13.929366,0x100,wheel_speed,57.99,OK
2026-03-17T16:57:13.929424,0x200,brake_pressure,-0.98,OUT_OF_RANGE
2026-03-17T16:57:13.929527,0x300,accel_pedal,28.75,OK
2026-03-17T16:57:13.942089,0x100,wheel_speed,61.86,OK
2026-03-17T16:57:13.942130,0x200,brake_pressure,-1.73,OUT_OF_RANGE
2026-03-17T16:57:13.942203,0x300,accel_pedal,29.28,OK
2026-03-17T16:57:13.954801,0x100,wheel_speed,59.74,OK
2026-03-17T16:57:13.954834,0x200,brake_pressure,0.65,OK
2026-03-17T16:57:13.954845,0x300,accel_pedal,30.62,OK
2026-03-17T16:57:13.967515,0x100,wheel_speed,63.81,OK
2026-03-17T16:57:13.967546,0x200,brake_pressure,-0.45,OUT_OF_RANGE
2026-03-17T16:57:13.967613,0x300,accel_pedal,30.81,OK
2026-03-17T16:57:13.980286,0x100,wheel_speed,55.38,OK
2026-03-17T16:57:13.980321,0x200,brake_pressure,-1.03,OUT_OF_RANGE
2026-03-17T16:57:13.980421,0x300,accel_pedal,32.86,OK
2026-03-17T16:57:13.992964,0x100,wheel_speed,56.21,OK
2026-03-17T16:57:13.993020,0x200,brake_pressure,0.52,OK
2026-03-17T16:57:13.993032,0x300,accel_pedal,31.15,OK
2026-03-17T16:57:14.005697,0x100,wheel_speed,59.65,OK
2026-03-17T16:57:14.005732,0x200,brake_pressure,0.98,OK
2026-03-17T16:57:14.005743,0x300,accel_pedal,28.45,OK
2026-03-17T16:57:14.018060,0x100,wheel_speed,59.2,OK
2026-03-17T16:57:14.018108,0x200,brake_pressure,-0.16,OUT_OF_RANGE
2026-03-17T16:57:14.018222,0x300,accel_pedal,32.25,OK
2026-03-17T16:57:14.030852,0x100,wheel_speed,58.45,OK
2026-03-17T16:57:14.030901,0x200,brake_pressure,1.62,OK
2026-03-17T16:57:14.030939,0x300,accel_pedal,32.78,OK
2026-03-17T16:57:14.043674,0x100,wheel_speed,55.39,OK
2026-03-17T16:57:14.043720,0x200,brake_pressure,0.95,OK
2026-03-17T16:57:14.043742,0x300,accel_pedal,27.51,OK
2026-03-17T16:57:14.056360,0x100,wheel_speed,59.41,OK
2026-03-17T16:57:14.056393,0x200,brake_pressure,-0.65,OUT_OF_RANGE
2026-03-17T16:57:14.056489,0x300,accel_pedal,29.17,OK
2026-03-17T16:57:14.069097,0x100,wheel_speed,61.14,OK
2026-03-17T16:57:14.069147,0x200,brake_pressure,1.85,OK
2026-03-17T16:57:14.069168,0x300,accel_pedal,27.7,OK
2026-03-17T16:57:14.080121,0x100,wheel_speed,55.85,OK
2026-03-17T16:57:14.080162,0x200,brake_pressure,-0.72,OUT_OF_RANGE
2026-03-17T16:57:14.080267,0x300,accel_pedal,29.44,OK
2026-03-17T16:57:14.091373,0x100,wheel_speed,64.69,OK
2026-03-17T16:57:14.091412,0x200,brake_pressure,0.79,OK
2026-03-17T16:57:14.091432,0x300,accel_pedal,31.59,OK
2026-03-17T16:57:14.102462,0x100,wheel_speed,62.33,OK
2026-03-17T16:57:14.102506,0x200,brake_pressure,-0.76,OUT_OF_RANGE
2026-03-17T16:57:14.102592,0x300,accel_pedal,32.18,OK
2026-03-17T16:57:14.114347,0x100,wheel_speed,59.01,OK
2026-03-17T16:57:14.114405,0x200,brake_pressure,-0.81,OUT_OF_RANGE
2026-03-17T16:57:14.114504,0x300,accel_pedal,27.73,OK
2026-03-17T16:57:14.127067,0x100,wheel_speed,64.94,OK
2026-03-17T16:57:14.127105,0x200,brake_pressure,1.33,OK
2026-03-17T16:57:14.127127,0x300,accel_pedal,30.55,OK
2026-03-17T16:57:14.139751,0x100,wheel_speed,64.32,OK
2026-03-17T16:57:14.139775,0x200,brake_pressure,1.34,OK
2026-03-17T16:57:14.139784,0x300,accel_pedal,32.97,OK
2026-03-17T16:57:14.151330,0x100,wheel_speed,56.45,OK
2026-03-17T16:57:14.151366,0x200,brake_pressure,1.7,OK
2026-03-17T16:57:14.151378,0x300,accel_pedal,29.63,OK
2026-03-17T16:57:14.164109,0x100,wheel_speed,61.32,OK
2026-03-17T16:57:14.164149,0x200,brake_pressure,-1.87,OUT_OF_RANGE
2026-03-17T16:57:14.164238,0x300,accel_pedal,29.59,OK
2026-03-17T16:57:14.176823,0x100,wheel_speed,59.63,OK
2026-03-17T16:57:14.176856,0x200,brake_pressure,-0.18,OUT_OF_RANGE
2026-03-17T16:57:14.176935,0x300,accel_pedal,31.96,OK
2026-03-17T16:57:14.189590,0x100,wheel_speed,63.8,OK
2026-03-17T16:57:14.189621,0x200,brake_pressure,1.1,OK
2026-03-17T16:57:14.189641,0x300,accel_pedal,31.65,OK
2026-03-17T16:57:14.202392,0x100,wheel_speed,58.0,OK
2026-03-17T16:57:14.202431,0x200,brake_pressure,-0.41,OUT_OF_RANGE
2026-03-17T16:57:14.202523,0x300,accel_pedal,29.07,OK
2026-03-17T16:57:14.215238,0x100,wheel_speed,56.76,OK
2026-03-17T16:57:14.215292,0x200,brake_pressure,-0.21,OUT_OF_RANGE
2026-03-17T16:57:14.215391,0x300,accel_pedal,31.89,OK
2026-03-17T16:57:14.227965,0x100,wheel_speed,64.67,OK
2026-03-17T16:57:14.228002,0x200,brake_pressure,1.09,OK
2026-03-17T16:57:14.228022,0x300,accel_pedal,28.05,OK
2026-03-17T16:57:14.240833,0x100,wheel_speed,63.79,OK
2026-03-17T16:57:14.240881,0x200,brake_pressure,1.56,OK
2026-03-17T16:57:14.240924,0x300,accel_pedal,28.92,OK
2026-03-17T16:57:14.252288,0x100,wheel_speed,56.38,OK
2026-03-17T16:57:14.252317,0x200,brake_pressure,-0.22,OUT_OF_RANGE
2026-03-17T16:57:14.252394,0x300,accel_pedal,29.44,OK
2026-03-17T16:57:14.265030,0x100,wheel_speed,58.07,OK
2026-03-17T16:57:14.265069,0x200,brake_pressure,-1.52,OUT_OF_RANGE
2026-03-17T16:57:14.265158,0x300,accel_pedal,28.42,OK
2026-03-17T16:57:14.277737,0x100,wheel_speed,63.64,OK
2026-03-17T16:57:14.277768,0x200,brake_pressure,0.55,OK
2026-03-17T16:57:14.277787,0x300,accel_pedal,32.83,OK
2026-03-17T16:57:14.290487,0x100,wheel_speed,64.77,OK
2026-03-17T16:57:14.290524,0x200,brake_pressure,0.42,OK
2026-03-17T16:57:14.290545,0x300,accel_pedal,27.84,OK
2026-03-17T16:57:14.301409,0x100,wheel_speed,55.4,OK
2026-03-17T16:57:14.301457,0x200,brake_pressure,-0.27,OUT_OF_RANGE
2026-03-17T16:57:14.301572,0x300,accel_pedal,27.78,OK
2026-03-17T16:57:14.314121,0x100,wheel_speed,58.76,OK
2026-03-17T16:57:14.314150,0x200,brake_pressure,-1.39,OUT_OF_RANGE
2026-03-17T16:57:14.314227,0x300,accel_pedal,30.81,OK
2026-03-17T16:57:14.326814,0x100,wheel_speed,55.32,OK
2026-03-17T16:57:14.326849,0x200,brake_pressure,0.97,OK
2026-03-17T16:57:14.326871,0x300,accel_pedal,31.13,OK
2026-03-17T16:57:14.339517,0x100,wheel_speed,58.04,OK
2026-03-17T16:57:14.339543,0x200,brake_pressure,0.82,OK
2026-03-17T16:57:14.339552,0x300,accel_pedal,29.9,OK
2026-03-17T16:57:14.351333,0x100,wheel_speed,61.15,OK
2026-03-17T16:57:14.351364,0x200,brake_pressure,-1.11,OUT_OF_RANGE
2026-03-17T16:57:14.351446,0x300,accel_pedal,31.8,OK
2026-03-17T16:57:14.364078,0x100,wheel_speed,55.15,OK
2026-03-17T16:57:14.364115,0x200,brake_pressure,1.29,OK
2026-03-17T16:57:14.364128,0x300,accel_pedal,32.77,OK
2026-03-17T16:57:14.375057,0x100,wheel_speed,58.87,OK
2026-03-17T16:57:14.375099,0x200,brake_pressure,1.84,OK
2026-03-17T16:57:14.375120,0x300,accel_pedal,32.11,OK
2026-03-17T16:57:14.385726,0x100,wheel_speed,63.91,OK
2026-03-17T16:57:14.385769,0x200,brake_pressure,0.0,OK
2026-03-17T16:57:14.385791,0x300,accel_pedal,28.43,OK
2026-03-17T16:57:14.398463,0x100,wheel_speed,63.42,OK
2026-03-17T16:57:14.398500,0x200,brake_pressure,-0.11,OUT_OF_RANGE
2026-03-17T16:57:14.398579,0x300,accel_pedal,29.77,OK
2026-03-17T16:57:14.410193,0x100,wheel_speed,58.02,OK
2026-03-17T16:57:14.410240,0x200,brake_pressure,-0.54,OUT_OF_RANGE
2026-03-17T16:57:14.410331,0x300,accel_pedal,30.45,OK
2026-03-17T16:57:14.420857,0x100,wheel_speed,62.16,OK
2026-03-17T16:57:14.420887,0x200,brake_pressure,1.42,OK
2026-03-17T16:57:14.420900,0x300,accel_pedal,30.72,OK
2026-03-17T16:57:14.433571,0x100,wheel_speed,62.62,OK
2026-03-17T16:57:14.433606,0x200,brake_pressure,-0.1,OUT_OF_RANGE
2026-03-17T16:57:14.433703,0x300,accel_pedal,31.11,OK
2026-03-17T16:57:14.446323,0x100,wheel_speed,60.61,OK
2026-03-17T16:57:14.446360,0x200,brake_pressure,-1.91,OUT_OF_RANGE
2026-03-17T16:57:14.446438,0x300,accel_pedal,30.63,OK
2026-03-17T16:57:14.457732,0x100,wheel_speed,61.3,OK
2026-03-17T16:57:14.457775,0x200,brake_pressure,-1.52,OUT_OF_RANGE
2026-03-17T16:57:14.457864,0x300,accel_pedal,32.05,OK
2026-03-17T16:57:14.470424,0x100,wheel_speed,61.09,OK
2026-03-17T16:57:14.470457,0x200,brake_pressure,-1.38,OUT_OF_RANGE
2026-03-17T16:57:14.470528,0x300,accel_pedal,30.41,OK
2026-03-17T16:57:14.483182,0x100,wheel_speed,61.93,OK
2026-03-17T16:57:14.483224,0x200,brake_pressure,-1.17,OUT_OF_RANGE
2026-03-17T16:57:14.483309,0x300,accel_pedal,31.94,OK
2026-03-17T16:57:14.495992,0x100,wheel_speed,64.89,OK
2026-03-17T16:57:14.496038,0x200,brake_pressure,-1.53,OUT_OF_RANGE
2026-03-17T16:57:14.496134,0x300,accel_pedal,27.93,OK
2026-03-17T16:57:14.508729,0x100,wheel_speed,58.17,OK
2026-03-17T16:57:14.508773,0x200,brake_pressure,1.63,OK
2026-03-17T16:57:14.508793,0x300,accel_pedal,32.11,OK
2026-03-17T16:57:14.520280,0x100,wheel_speed,63.57,OK
2026-03-17T16:57:14.520327,0x200,brake_pressure,0.12,OK
2026-03-17T16:57:14.520349,0x300,accel_pedal,31.43,OK
2026-03-17T16:57:14.533233,0x100,wheel_speed,55.46,OK
2026-03-17T16:57:14.533281,0x200,brake_pressure,-0.78,OUT_OF_RANGE
2026-03-17T16:57:14.533485,0x300,accel_pedal,27.31,OK
2026-03-17T16:57:14.546074,0x100,wheel_speed,60.95,OK
2026-03-17T16:57:14.546107,0x200,brake_pressure,-1.2,OUT_OF_RANGE
2026-03-17T16:57:14.546226,0x300,accel_pedal,29.34,OK
2026-03-17T16:57:14.557975,0x100,wheel_speed,55.07,OK
2026-03-17T16:57:14.558004,0x200,brake_pressure,-1.49,OUT_OF_RANGE
2026-03-17T16:57:14.558062,0x300,accel_pedal,32.85,OK
2026-03-17T16:57:14.569040,0x100,wheel_speed,63.94,OK
2026-03-17T16:57:14.569073,0x200,brake_pressure,-1.43,OUT_OF_RANGE
2026-03-17T16:57:14.569128,0x300,accel_pedal,30.01,OK
2026-03-17T16:57:14.581817,0x100,wheel_speed,64.87,OK
2026-03-17T16:57:14.581867,0x200,brake_pressure,-1.85,OUT_OF_RANGE
2026-03-17T16:57:14.581957,0x300,accel_pedal,30.05,OK
2026-03-17T16:57:14.593305,0x100,wheel_speed,64.26,OK
2026-03-17T16:57:14.593329,0x200,brake_pressure,1.21,OK
2026-03-17T16:57:14.593337,0x300,accel_pedal,31.18,OK
2026-03-17T16:57:14.606059,0x100,wheel_speed,56.37,OK
2026-03-17T16:57:14.606111,0x200,brake_pressure,0.32,OK
2026-03-17T16:57:14.606130,0x300,accel_pedal,29.9,OK
2026-03-17T16:57:14.618840,0x100,wheel_speed,55.66,OK
2026-03-17T16:57:14.618875,0x200,brake_pressure,0.23,OK
2026-03-17T16:57:14.618888,0x300,accel_pedal,31.36,OK
2026-03-17T16:57:14.631711,0x100,wheel_speed,57.14,OK
2026-03-17T16:57:14.631769,0x200,brake_pressure,-0.56,OUT_OF_RANGE
2026-03-17T16:57:14.631883,0x300,accel_pedal,30.54,OK
2026-03-17T16:57:14.643472,0x100,wheel_speed,64.07,OK
2026-03-17T16:57:14.643509,0x200,brake_pressure,-0.74,OUT_OF_RANGE
2026-03-17T16:57:14.643604,0x300,accel_pedal,31.5,OK
2026-03-17T16:57:14.656149,0x100,wheel_speed,60.77,OK
2026-03-17T16:57:14.656188,0x200,brake_pressure,-0.43,OUT_OF_RANGE
2026-03-17T16:57:14.656275,0x300,accel_pedal,31.73,OK
2026-03-17T16:57:14.668884,0x100,wheel_speed,59.49,OK
2026-03-17T16:57:14.668915,0x200,brake_pressure,1.54,OK
2026-03-17T16:57:14.668926,0x300,accel_pedal,28.53,OK
2026-03-17T16:57:14.681820,0x100,wheel_speed,62.07,OK
2026-03-17T16:57:14.681867,0x200,brake_pressure,-1.09,OUT_OF_RANGE
2026-03-17T16:57:14.681949,0x300,accel_pedal,27.59,OK
2026-03-17T16:57:14.694591,0x100,wheel_speed,60.61,OK
2026-03-17T16:57:14.694637,0x200,brake_pressure,-0.94,OUT_OF_RANGE
2026-03-17T16:57:14.694735,0x300,accel_pedal,28.86,OK
2026-03-17T16:57:14.705688,0x100,wheel_speed,59.97,OK
2026-03-17T16:57:14.705719,0x200,brake_pressure,-0.61,OUT_OF_RANGE
2026-03-17T16:57:14.705788,0x300,accel_pedal,27.05,OK
2026-03-17T16:57:14.718032,0x100,wheel_speed,56.41,OK
2026-03-17T16:57:14.718073,0x200,brake_pressure,-1.18,OUT_OF_RANGE
2026-03-17T16:57:14.718159,0x300,accel_pedal,27.01,OK
2026-03-17T16:57:14.728869,0x100,wheel_speed,59.01,OK
2026-03-17T16:57:14.728910,0x200,brake_pressure,0.27,OK
2026-03-17T16:57:14.728922,0x300,accel_pedal,27.26,OK
2026-03-17T16:57:14.741622,0x100,wheel_speed,63.31,OK
2026-03-17T16:57:14.741661,0x200,brake_pressure,0.49,OK
2026-03-17T16:57:14.741673,0x300,accel_pedal,31.67,OK
2026-03-17T16:57:14.753592,0x100,wheel_speed,58.37,OK
2026-03-17T16:57:14.753632,0x200,brake_pressure,-1.5,OUT_OF_RANGE
2026-03-17T16:57:14.753713,0x300,accel_pedal,28.53,OK
2026-03-17T16:57:14.766368,0x100,wheel_speed,58.16,OK
2026-03-17T16:57:14.766410,0x200,brake_pressure,-1.86,OUT_OF_RANGE
2026-03-17T16:57:14.766489,0x300,accel_pedal,29.79,OK
2026-03-17T16:57:14.779118,0x100,wheel_speed,55.32,OK
2026-03-17T16:57:14.779163,0x200,brake_pressure,-0.57,OUT_OF_RANGE
2026-03-17T16:57:14.779254,0x300,accel_pedal,27.23,OK
2026-03-17T16:57:14.791979,0x100,wheel_speed,57.96,OK
